Date,Postal_Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property
05/06/2019,Dublin 22,Dublin,237500,No,No,Second-Hand Dwelling house /Apartment
05/06/2019,Dublin 22,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 22,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 22,Dublin,165000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 22,Dublin,268000,No,No,Second-Hand Dwelling house /Apartment
06/06/2019,Dublin 22,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 22,Dublin,352422,No,Yes,New Dwelling house /Apartment
07/06/2019,Dublin 22,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 22,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
10/06/2019,Dublin 22,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment
11/06/2019,Dublin 22,Dublin,260000,Yes,No,Second-Hand Dwelling house /Apartment
12/06/2019,Dublin 22,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment
12/06/2019,Dublin 22,Dublin,356828,No,Yes,New Dwelling house /Apartment
14/06/2019,Dublin 22,Dublin,207470,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 22,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 22,Dublin,427313,No,Yes,New Dwelling house /Apartment
14/06/2019,Dublin 22,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
18/06/2019,Dublin 22,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment
18/06/2019,Dublin 22,Dublin,900000,No,No,Second-Hand Dwelling house /Apartment
18/06/2019,Dublin 22,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment
19/06/2019,Dublin 22,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment
19/06/2019,Dublin 22,Dublin,219000,No,No,Second-Hand Dwelling house /Apartment
19/06/2019,Dublin 22,Dublin,261000,No,No,Second-Hand Dwelling house /Apartment
20/06/2019,Dublin 22,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
21/06/2019,Dublin 22,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment
21/06/2019,Dublin 22,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
24/06/2019,Dublin 22,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment
25/06/2019,Dublin 22,Dublin,311000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 22,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment
27/06/2019,Dublin 22,Dublin,400000,Yes,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 22,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 22,Dublin,246000,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 22,Dublin,344000,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 22,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
01/07/2019,Dublin 22,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 22,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 22,Dublin,364000,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 22,Dublin,196000,No,No,Second-Hand Dwelling house /Apartment
02/07/2019,Dublin 22,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
05/07/2019,Dublin 22,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment
05/07/2019,Dublin 22,Dublin,292000,No,No,Second-Hand Dwelling house /Apartment
09/07/2019,Dublin 22,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment
10/07/2019,Dublin 22,Dublin,540000,No,No,Second-Hand Dwelling house /Apartment
10/07/2019,Dublin 22,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 22,Dublin,800000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 22,Dublin,685000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 22,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
12/07/2019,Dublin 22,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
15/07/2019,Dublin 22,Dublin,297000,No,No,Second-Hand Dwelling house /Apartment
16/07/2019,Dublin 22,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
17/07/2019,Dublin 22,Dublin,770000,No,No,Second-Hand Dwelling house /Apartment
18/07/2019,Dublin 22,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
18/07/2019,Dublin 22,Dublin,216712,No,No,Second-Hand Dwelling house /Apartment
22/07/2019,Dublin 22,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
23/07/2019,Dublin 22,Dublin,252000,No,No,Second-Hand Dwelling house /Apartment
23/07/2019,Dublin 22,Dublin,277500,No,No,Second-Hand Dwelling house /Apartment
24/07/2019,Dublin 22,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
24/07/2019,Dublin 22,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
25/07/2019,Dublin 22,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
25/07/2019,Dublin 22,Dublin,268000,No,No,Second-Hand Dwelling house /Apartment
25/07/2019,Dublin 22,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
25/07/2019,Dublin 22,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
01/08/2019,Dublin 22,Dublin,208900,No,No,Second-Hand Dwelling house /Apartment
01/08/2019,Dublin 22,Dublin,272500,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 22,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 22,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 22,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 22,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 22,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
08/08/2019,Dublin 22,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment
01/01/2019,Dublin 24,Dublin,30000,Yes,No,Second-Hand Dwelling house /Apartment
04/01/2019,Dublin 24,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment
06/01/2019,Dublin 24,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
07/01/2019,Dublin 24,Dublin,332500,No,No,Second-Hand Dwelling house /Apartment
08/01/2019,Dublin 24,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
08/01/2019,Dublin 24,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment
10/01/2019,Dublin 24,Dublin,422000,No,No,Second-Hand Dwelling house /Apartment
10/01/2019,Dublin 24,Dublin,321586,No,Yes,New Dwelling house /Apartment
10/01/2019,Dublin 24,Dublin,365647,No,Yes,New Dwelling house /Apartment
11/01/2019,Dublin 24,Dublin,238000,No,No,Second-Hand Dwelling house /Apartment
14/01/2019,Dublin 24,Dublin,268000,No,No,Second-Hand Dwelling house /Apartment
14/01/2019,Dublin 24,Dublin,334801,No,Yes,New Dwelling house /Apartment
14/01/2019,Dublin 24,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 24,Dublin,227000,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 24,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 24,Dublin,255506,No,Yes,New Dwelling house /Apartment
16/01/2019,Dublin 24,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 24,Dublin,290749,No,Yes,New Dwelling house /Apartment
17/01/2019,Dublin 24,Dublin,146500,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 24,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 24,Dublin,242500,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 24,Dublin,350221,No,Yes,New Dwelling house /Apartment
18/01/2019,Dublin 24,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 24,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 24,Dublin,350220,No,Yes,New Dwelling house /Apartment
21/01/2019,Dublin 24,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 24,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 24,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 24,Dublin,199950,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
23/01/2019,Dublin 24,Dublin,332500,No,No,Second-Hand Dwelling house /Apartment
24/01/2019,Dublin 24,Dublin,259911,No,Yes,New Dwelling house /Apartment
24/01/2019,Dublin 24,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,233480,No,Yes,New Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,334802,No,Yes,New Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,264318,No,Yes,New Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,292000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 24,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
28/01/2019,Dublin 24,Dublin,256000,No,No,Second-Hand Dwelling house /Apartment
28/01/2019,Dublin 24,Dublin,279500,No,No,Second-Hand Dwelling house /Apartment
28/01/2019,Dublin 24,Dublin,211000,No,No,Second-Hand Dwelling house /Apartment
29/01/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
29/01/2019,Dublin 24,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment
29/01/2019,Dublin 24,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
29/01/2019,Dublin 24,Dublin,318000,No,No,Second-Hand Dwelling house /Apartment
29/01/2019,Dublin 24,Dublin,303500,No,No,Second-Hand Dwelling house /Apartment
30/01/2019,Dublin 24,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment
30/01/2019,Dublin 24,Dublin,350220,No,Yes,New Dwelling house /Apartment
30/01/2019,Dublin 24,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
30/01/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 24,Dublin,207500,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 24,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 24,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 24,Dublin,128871,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 24,Dublin,795000,No,No,Second-Hand Dwelling house /Apartment
05/02/2019,Dublin 24,Dublin,416000,No,No,Second-Hand Dwelling house /Apartment
05/02/2019,Dublin 24,Dublin,224000,No,No,Second-Hand Dwelling house /Apartment
05/02/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
06/02/2019,Dublin 24,Dublin,222000,No,No,Second-Hand Dwelling house /Apartment
06/02/2019,Dublin 24,Dublin,268722,No,Yes,New Dwelling house /Apartment
06/02/2019,Dublin 24,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
07/02/2019,Dublin 24,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
07/02/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
07/02/2019,Dublin 24,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 24,Dublin,268722,No,Yes,New Dwelling house /Apartment
08/02/2019,Dublin 24,Dublin,381155,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 24,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 24,Dublin,282000,No,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 24,Dublin,317181,No,Yes,New Dwelling house /Apartment
11/02/2019,Dublin 24,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 24,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 24,Dublin,182500,No,No,Second-Hand Dwelling house /Apartment
12/02/2019,Dublin 24,Dublin,295154,No,Yes,New Dwelling house /Apartment
12/02/2019,Dublin 24,Dublin,189000,No,No,Second-Hand Dwelling house /Apartment
12/02/2019,Dublin 24,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment
13/02/2019,Dublin 24,Dublin,237000,No,No,Second-Hand Dwelling house /Apartment
13/02/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
13/02/2019,Dublin 24,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 24,Dublin,272000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 24,Dublin,307500,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 24,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 24,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 24,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 24,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 24,Dublin,367625,No,Yes,New Dwelling house /Apartment
15/02/2019,Dublin 24,Dublin,350220,No,Yes,New Dwelling house /Apartment
18/02/2019,Dublin 24,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
18/02/2019,Dublin 24,Dublin,216000,No,No,Second-Hand Dwelling house /Apartment
18/02/2019,Dublin 24,Dublin,295154,No,Yes,New Dwelling house /Apartment
18/02/2019,Dublin 24,Dublin,330396,No,Yes,New Dwelling house /Apartment
21/02/2019,Dublin 24,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 24,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,318000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,167000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,290748,No,Yes,New Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,203000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 24,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 24,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 24,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 24,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 24,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
25/02/2019,Dublin 24,Dublin,193565,No,No,Second-Hand Dwelling house /Apartment
26/02/2019,Dublin 24,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
26/02/2019,Dublin 24,Dublin,275000,Yes,No,Second-Hand Dwelling house /Apartment
27/02/2019,Dublin 24,Dublin,264317,No,Yes,New Dwelling house /Apartment
27/02/2019,Dublin 24,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
28/02/2019,Dublin 24,Dublin,317181,No,Yes,New Dwelling house /Apartment
28/02/2019,Dublin 24,Dublin,274000,No,No,Second-Hand Dwelling house /Apartment
28/02/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 24,Dublin,273200,No,Yes,New Dwelling house /Apartment
01/03/2019,Dublin 24,Dublin,357000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 24,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 24,Dublin,352500,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 24,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 24,Dublin,272000,No,No,Second-Hand Dwelling house /Apartment
04/03/2019,Dublin 24,Dublin,259912,No,Yes,New Dwelling house /Apartment
04/03/2019,Dublin 24,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
04/03/2019,Dublin 24,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 24,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 24,Dublin,237885,No,Yes,New Dwelling house /Apartment
06/03/2019,Dublin 24,Dublin,330396,No,Yes,New Dwelling house /Apartment
06/03/2019,Dublin 24,Dublin,310572,No,Yes,New Dwelling house /Apartment
06/03/2019,Dublin 24,Dublin,273128,No,Yes,New Dwelling house /Apartment
06/03/2019,Dublin 24,Dublin,286343,No,Yes,New Dwelling house /Apartment
07/03/2019,Dublin 24,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
07/03/2019,Dublin 24,Dublin,125000,No,No,Second-Hand Dwelling house /Apartment
07/03/2019,Dublin 24,Dublin,294000,No,No,Second-Hand Dwelling house /Apartment
07/03/2019,Dublin 24,Dublin,350220,No,Yes,New Dwelling house /Apartment
07/03/2019,Dublin 24,Dublin,352500,No,No,Second-Hand Dwelling house /Apartment
08/03/2019,Dublin 24,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
10/03/2019,Dublin 24,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 24,Dublin,203000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 24,Dublin,361000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 24,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 24,Dublin,15000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
12/03/2019,Dublin 24,Dublin,259912,No,Yes,New Dwelling house /Apartment
12/03/2019,Dublin 24,Dublin,327000,No,No,Second-Hand Dwelling house /Apartment
13/03/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
13/03/2019,Dublin 24,Dublin,301762,No,Yes,New Dwelling house /Apartment
14/03/2019,Dublin 24,Dublin,197000,No,No,Second-Hand Dwelling house /Apartment
14/03/2019,Dublin 24,Dublin,286344,No,Yes,New Dwelling house /Apartment
15/03/2019,Dublin 24,Dublin,296920,No,Yes,New Dwelling house /Apartment
15/03/2019,Dublin 24,Dublin,146180,No,No,Second-Hand Dwelling house /Apartment
15/03/2019,Dublin 24,Dublin,408000,No,No,Second-Hand Dwelling house /Apartment
15/03/2019,Dublin 24,Dublin,277533,No,Yes,New Dwelling house /Apartment
15/03/2019,Dublin 24,Dublin,277533,No,Yes,New Dwelling house /Apartment
19/03/2019,Dublin 24,Dublin,268722,No,Yes,New Dwelling house /Apartment
19/03/2019,Dublin 24,Dublin,310572,No,Yes,New Dwelling house /Apartment
20/03/2019,Dublin 24,Dublin,372000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 24,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
21/03/2019,Dublin 24,Dublin,273127,No,Yes,New Dwelling house /Apartment
21/03/2019,Dublin 24,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
21/03/2019,Dublin 24,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
21/03/2019,Dublin 24,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
21/03/2019,Dublin 24,Dublin,197000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,259912,No,Yes,New Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,230000,Yes,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,233000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 24,Dublin,303964,No,Yes,New Dwelling house /Apartment
25/03/2019,Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
25/03/2019,Dublin 24,Dublin,168000,No,No,Second-Hand Dwelling house /Apartment
26/03/2019,Dublin 24,Dublin,279000,No,No,Second-Hand Dwelling house /Apartment
27/03/2019,Dublin 24,Dublin,412500,No,No,Second-Hand Dwelling house /Apartment
27/03/2019,Dublin 24,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
27/03/2019,Dublin 24,Dublin,211000,Yes,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 24,Dublin,348017,No,Yes,New Dwelling house /Apartment
28/03/2019,Dublin 24,Dublin,386000,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 24,Dublin,357500,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 24,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,247967,No,Yes,New Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,230000,Yes,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,348018,No,Yes,New Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,342500,No,Yes,New Dwelling house /Apartment
29/03/2019,Dublin 24,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,305310,No,Yes,New Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,334801,No,Yes,New Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 24,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
03/04/2019,Dublin 24,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
04/04/2019,Dublin 24,Dublin,341675,No,Yes,New Dwelling house /Apartment
04/04/2019,Dublin 24,Dublin,256000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,281938,No,Yes,New Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,218531,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment
05/04/2019,Dublin 24,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
08/04/2019,Dublin 24,Dublin,250000,Yes,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 24,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 24,Dublin,377000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 24,Dublin,286344,No,Yes,New Dwelling house /Apartment
09/04/2019,Dublin 24,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 24,Dublin,172000,No,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 24,Dublin,290748,No,Yes,New Dwelling house /Apartment
10/04/2019,Dublin 24,Dublin,336000,No,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 24,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 24,Dublin,281938,No,Yes,New Dwelling house /Apartment
12/04/2019,Dublin 24,Dublin,342000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 24,Dublin,244000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 24,Dublin,290749,No,Yes,New Dwelling house /Apartment
16/04/2019,Dublin 24,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 24,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 24,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 24,Dublin,100000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 24,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 24,Dublin,290749,No,Yes,New Dwelling house /Apartment
17/04/2019,Dublin 24,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,343000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,233000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,217000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,152500,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,164661,Yes,Yes,New Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,164661,Yes,Yes,New Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,348018,No,Yes,New Dwelling house /Apartment
18/04/2019,Dublin 24,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
19/04/2019,Dublin 24,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
24/04/2019,Dublin 24,Dublin,343838,No,Yes,New Dwelling house /Apartment
24/04/2019,Dublin 24,Dublin,451000,No,No,Second-Hand Dwelling house /Apartment
24/04/2019,Dublin 24,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
25/04/2019,Dublin 24,Dublin,328000,No,No,Second-Hand Dwelling house /Apartment
25/04/2019,Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 24,Dublin,378500,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 24,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 24,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 24,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 24,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 24,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
