Date,Postal_Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property
04/01/2019,Dublin 1,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
10/01/2019,Dublin 1,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 1,Dublin,571600,No,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 1,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 1,Dublin,346000,No,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 1,Dublin,526000,No,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 1,Dublin,232000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 1,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 1,Dublin,373000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 1,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 1,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 1,Dublin,374000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 1,Dublin,374000,No,No,Second-Hand Dwelling house /Apartment
30/01/2019,Dublin 1,Dublin,22008000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 1,Dublin,355000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 1,Dublin,299559,No,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 1,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 1,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 1,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 1,Dublin,257500,No,No,Second-Hand Dwelling house /Apartment
13/02/2019,Dublin 1,Dublin,326000,Yes,No,Second-Hand Dwelling house /Apartment
13/02/2019,Dublin 1,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 1,Dublin,203000,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 1,Dublin,233000,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 1,Dublin,238000,No,No,Second-Hand Dwelling house /Apartment
19/02/2019,Dublin 1,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
20/02/2019,Dublin 1,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
20/02/2019,Dublin 1,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 1,Dublin,236000,No,No,Second-Hand Dwelling house /Apartment
21/02/2019,Dublin 1,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
27/02/2019,Dublin 1,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
27/02/2019,Dublin 1,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
28/02/2019,Dublin 1,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
28/02/2019,Dublin 1,Dublin,487200,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 1,Dublin,287500,Yes,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 1,Dublin,287500,Yes,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 1,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 1,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
05/03/2019,Dublin 1,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
06/03/2019,Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
06/03/2019,Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
06/03/2019,Dublin 1,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment
07/03/2019,Dublin 1,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
08/03/2019,Dublin 1,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
11/03/2019,Dublin 1,Dublin,342000,No,No,Second-Hand Dwelling house /Apartment
12/03/2019,Dublin 1,Dublin,238000,No,No,Second-Hand Dwelling house /Apartment
12/03/2019,Dublin 1,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment
13/03/2019,Dublin 1,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
19/03/2019,Dublin 1,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 1,Dublin,415000,No,No,Second-Hand Dwelling house /Apartment
20/03/2019,Dublin 1,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
22/03/2019,Dublin 1,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
26/03/2019,Dublin 1,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 1,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 1,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 1,Dublin,2407000,No,No,Second-Hand Dwelling house /Apartment
29/03/2019,Dublin 1,Dublin,266000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 1,Dublin,253000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 1,Dublin,302500,No,No,Second-Hand Dwelling house /Apartment
02/04/2019,Dublin 1,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
02/04/2019,Dublin 1,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment
08/04/2019,Dublin 1,Dublin,4064100,No,No,Second-Hand Dwelling house /Apartment
08/04/2019,Dublin 1,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 1,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 1,Dublin,210085,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 1,Dublin,233427,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 1,Dublin,312793,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 1,Dublin,585000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 1,Dublin,600000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 1,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 1,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 1,Dublin,267000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 1,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
15/04/2019,Dublin 1,Dublin,283000,No,No,Second-Hand Dwelling house /Apartment
15/04/2019,Dublin 1,Dublin,840000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 1,Dublin,140000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 1,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 1,Dublin,282000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 1,Dublin,99000,Yes,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 1,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment
18/04/2019,Dublin 1,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 1,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 1,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
26/04/2019,Dublin 1,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
29/04/2019,Dublin 1,Dublin,303965,No,Yes,New Dwelling house /Apartment
01/05/2019,Dublin 1,Dublin,800000,No,No,Second-Hand Dwelling house /Apartment
01/05/2019,Dublin 1,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
02/05/2019,Dublin 1,Dublin,592500,No,No,Second-Hand Dwelling house /Apartment
03/05/2019,Dublin 1,Dublin,298000,No,No,Second-Hand Dwelling house /Apartment
03/05/2019,Dublin 1,Dublin,283000,No,No,Second-Hand Dwelling house /Apartment
07/05/2019,Dublin 1,Dublin,281000,No,No,Second-Hand Dwelling house /Apartment
09/05/2019,Dublin 1,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment
13/05/2019,Dublin 1,Dublin,268000,No,No,Second-Hand Dwelling house /Apartment
14/05/2019,Dublin 1,Dublin,173000,No,No,Second-Hand Dwelling house /Apartment
14/05/2019,Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
15/05/2019,Dublin 1,Dublin,346750,Yes,No,Second-Hand Dwelling house /Apartment
16/05/2019,Dublin 1,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 1,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 1,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 1,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 1,Dublin,206000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 1,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
23/05/2019,Dublin 1,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
24/05/2019,Dublin 1,Dublin,438000,No,No,Second-Hand Dwelling house /Apartment
27/05/2019,Dublin 1,Dublin,358000,No,No,Second-Hand Dwelling house /Apartment
28/05/2019,Dublin 1,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment
29/05/2019,Dublin 1,Dublin,240000,Yes,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 1,Dublin,555000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 1,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
31/05/2019,Dublin 1,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment
05/06/2019,Dublin 1,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment
05/06/2019,Dublin 1,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
12/06/2019,Dublin 1,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment
13/06/2019,Dublin 1,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 1,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 1,Dublin,225000,Yes,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 1,Dublin,206000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 1,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 1,Dublin,184000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 1,Dublin,345000,Yes,No,Second-Hand Dwelling house /Apartment
17/06/2019,Dublin 1,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
17/06/2019,Dublin 1,Dublin,302500,No,No,Second-Hand Dwelling house /Apartment
19/06/2019,Dublin 1,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment
20/06/2019,Dublin 1,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
21/06/2019,Dublin 1,Dublin,357000,No,No,Second-Hand Dwelling house /Apartment
21/06/2019,Dublin 1,Dublin,240000,Yes,No,Second-Hand Dwelling house /Apartment
24/06/2019,Dublin 1,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 1,Dublin,75000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 1,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 1,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 1,Dublin,471600,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 1,Dublin,470000,No,No,Second-Hand Dwelling house /Apartment
27/06/2019,Dublin 1,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 1,Dublin,287000,No,No,Second-Hand Dwelling house /Apartment
28/06/2019,Dublin 1,Dublin,262000,Yes,No,Second-Hand Dwelling house /Apartment
03/07/2019,Dublin 1,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment
04/07/2019,Dublin 1,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment
04/07/2019,Dublin 1,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
05/07/2019,Dublin 1,Dublin,231000,No,No,Second-Hand Dwelling house /Apartment
10/07/2019,Dublin 1,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment
10/07/2019,Dublin 1,Dublin,286000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 1,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 1,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 1,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment
12/07/2019,Dublin 1,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
14/07/2019,Dublin 1,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
15/07/2019,Dublin 1,Dublin,386000,No,No,Second-Hand Dwelling house /Apartment
16/07/2019,Dublin 1,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment
17/07/2019,Dublin 1,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment
17/07/2019,Dublin 1,Dublin,223000,No,No,Second-Hand Dwelling house /Apartment
18/07/2019,Dublin 1,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
19/07/2019,Dublin 1,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
25/07/2019,Dublin 1,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
29/07/2019,Dublin 1,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
01/08/2019,Dublin 1,Dublin,5351000,No,No,Second-Hand Dwelling house /Apartment
01/08/2019,Dublin 1,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
01/08/2019,Dublin 1,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
01/08/2019,Dublin 1,Dublin,15002000,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 1,Dublin,362100,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 1,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment
07/08/2019,Dublin 1,Dublin,359000,No,No,Second-Hand Dwelling house /Apartment
07/01/2019,Dublin 10,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
09/01/2019,Dublin 10,Dublin,195000,Yes,No,Second-Hand Dwelling house /Apartment
11/01/2019,Dublin 10,Dublin,232500,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 10,Dublin,70000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 10,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 10,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
22/01/2019,Dublin 10,Dublin,123000,Yes,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 10,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 10,Dublin,294500,No,No,Second-Hand Dwelling house /Apartment
06/02/2019,Dublin 10,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 10,Dublin,196500,No,No,Second-Hand Dwelling house /Apartment
12/02/2019,Dublin 10,Dublin,110000,Yes,No,Second-Hand Dwelling house /Apartment
13/02/2019,Dublin 10,Dublin,242000,No,No,Second-Hand Dwelling house /Apartment
15/02/2019,Dublin 10,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment
22/02/2019,Dublin 10,Dublin,258000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 10,Dublin,214000,No,No,Second-Hand Dwelling house /Apartment
01/03/2019,Dublin 10,Dublin,78870,Yes,No,Second-Hand Dwelling house /Apartment
06/03/2019,Dublin 10,Dublin,95000,Yes,No,Second-Hand Dwelling house /Apartment
13/03/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
15/03/2019,Dublin 10,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 10,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
28/03/2019,Dublin 10,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment
01/04/2019,Dublin 10,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
04/04/2019,Dublin 10,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment
04/04/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
08/04/2019,Dublin 10,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 10,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
09/04/2019,Dublin 10,Dublin,80500,Yes,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
10/04/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 10,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
11/04/2019,Dublin 10,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 10,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 10,Dublin,232500,No,No,Second-Hand Dwelling house /Apartment
12/04/2019,Dublin 10,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment
15/04/2019,Dublin 10,Dublin,252000,No,No,Second-Hand Dwelling house /Apartment
15/04/2019,Dublin 10,Dublin,236000,No,No,Second-Hand Dwelling house /Apartment
16/04/2019,Dublin 10,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
17/04/2019,Dublin 10,Dublin,212500,No,No,Second-Hand Dwelling house /Apartment
29/04/2019,Dublin 10,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
01/05/2019,Dublin 10,Dublin,225000,Yes,No,Second-Hand Dwelling house /Apartment
02/05/2019,Dublin 10,Dublin,224500,No,No,Second-Hand Dwelling house /Apartment
07/05/2019,Dublin 10,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
08/05/2019,Dublin 10,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
08/05/2019,Dublin 10,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
08/05/2019,Dublin 10,Dublin,185000,Yes,No,Second-Hand Dwelling house /Apartment
15/05/2019,Dublin 10,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment
16/05/2019,Dublin 10,Dublin,242000,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 10,Dublin,43171,No,No,Second-Hand Dwelling house /Apartment
17/05/2019,Dublin 10,Dublin,149000,No,No,Second-Hand Dwelling house /Apartment
20/05/2019,Dublin 10,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 10,Dublin,166436,Yes,No,Second-Hand Dwelling house /Apartment
21/05/2019,Dublin 10,Dublin,89964,Yes,No,Second-Hand Dwelling house /Apartment
22/05/2019,Dublin 10,Dublin,252000,No,No,Second-Hand Dwelling house /Apartment
28/05/2019,Dublin 10,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
30/05/2019,Dublin 10,Dublin,158500,No,No,Second-Hand Dwelling house /Apartment
07/06/2019,Dublin 10,Dublin,215000,Yes,No,Second-Hand Dwelling house /Apartment
13/06/2019,Dublin 10,Dublin,50000,No,No,Second-Hand Dwelling house /Apartment
13/06/2019,Dublin 10,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 10,Dublin,175000,Yes,No,Second-Hand Dwelling house /Apartment
14/06/2019,Dublin 10,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 10,Dublin,157000,No,No,Second-Hand Dwelling house /Apartment
26/06/2019,Dublin 10,Dublin,178000,No,No,Second-Hand Dwelling house /Apartment
27/06/2019,Dublin 10,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
27/06/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
05/07/2019,Dublin 10,Dublin,291000,Yes,No,Second-Hand Dwelling house /Apartment
05/07/2019,Dublin 10,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 10,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment
11/07/2019,Dublin 10,Dublin,259950,No,No,Second-Hand Dwelling house /Apartment
12/07/2019,Dublin 10,Dublin,211500,No,No,Second-Hand Dwelling house /Apartment
18/07/2019,Dublin 10,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
22/07/2019,Dublin 10,Dublin,105630,Yes,No,Second-Hand Dwelling house /Apartment
23/07/2019,Dublin 10,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment
24/07/2019,Dublin 10,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 10,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
02/08/2019,Dublin 10,Dublin,242500,No,No,Second-Hand Dwelling house /Apartment
08/08/2019,Dublin 10,Dublin,271000,No,No,Second-Hand Dwelling house /Apartment
09/08/2019,Dublin 10,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
12/08/2019,Dublin 10,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
02/01/2019,Dublin 11,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
04/01/2019,Dublin 11,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
07/01/2019,Dublin 11,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment
08/01/2019,Dublin 11,Dublin,130000,No,No,Second-Hand Dwelling house /Apartment
09/01/2019,Dublin 11,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment
14/01/2019,Dublin 11,Dublin,647500,No,No,Second-Hand Dwelling house /Apartment
15/01/2019,Dublin 11,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
16/01/2019,Dublin 11,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment
16/01/2019,Dublin 11,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 11,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 11,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
17/01/2019,Dublin 11,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 11,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 11,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
18/01/2019,Dublin 11,Dublin,156563,No,Yes,New Dwelling house /Apartment
21/01/2019,Dublin 11,Dublin,191000,No,No,Second-Hand Dwelling house /Apartment
21/01/2019,Dublin 11,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
23/01/2019,Dublin 11,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment
23/01/2019,Dublin 11,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 11,Dublin,317500,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 11,Dublin,392000,No,No,Second-Hand Dwelling house /Apartment
25/01/2019,Dublin 11,Dublin,237500,No,No,Second-Hand Dwelling house /Apartment
28/01/2019,Dublin 11,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment
29/01/2019,Dublin 11,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment
30/01/2019,Dublin 11,Dublin,156000,Yes,No,Second-Hand Dwelling house /Apartment
30/01/2019,Dublin 11,Dublin,217500,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 11,Dublin,299500,No,No,Second-Hand Dwelling house /Apartment
31/01/2019,Dublin 11,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,164031,Yes,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,256500,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,110000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,308000,No,No,Second-Hand Dwelling house /Apartment
01/02/2019,Dublin 11,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,287000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,422907,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,422907,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,262000,No,No,Second-Hand Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,317181,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,317181,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,317181,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,317181,Yes,Yes,New Dwelling house /Apartment
04/02/2019,Dublin 11,Dublin,341850,Yes,Yes,New Dwelling house /Apartment
05/02/2019,Dublin 11,Dublin,228000,No,No,Second-Hand Dwelling house /Apartment
05/02/2019,Dublin 11,Dublin,168000,No,No,Second-Hand Dwelling house /Apartment
06/02/2019,Dublin 11,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
06/02/2019,Dublin 11,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
07/02/2019,Dublin 11,Dublin,84000,Yes,No,Second-Hand Dwelling house /Apartment
07/02/2019,Dublin 11,Dublin,189000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 11,Dublin,433000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 11,Dublin,217000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 11,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment
08/02/2019,Dublin 11,Dublin,156563,No,Yes,New Dwelling house /Apartment
08/02/2019,Dublin 11,Dublin,156563,No,Yes,New Dwelling house /Apartment
08/02/2019,Dublin 11,Dublin,419000,No,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 11,Dublin,198000,No,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 11,Dublin,152000,Yes,No,Second-Hand Dwelling house /Apartment
11/02/2019,Dublin 11,Dublin,403000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 11,Dublin,209000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 11,Dublin,311000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 11,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
14/02/2019,Dublin 11,Dublin,156563,No,Yes,New Dwelling house /Apartment
14/02/2019,Dublin 11,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
20/02/2019,Dublin 11,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
20/02/2019,Dublin 11,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment
